250,12.39909
251,12.358087
252,12.321741
253,12.293496
254,12.261412
255,12.226715
256,12.194253
257,12.180449
258,12.150535
259,12.121996
260,12.092023
261,12.057016
262,12.021663
263,11.995006
264,11.963142
265,11.93328
266,11.898869
267,11.888725
268,11.860223
269,11.839515
270,11.840207
271,11.819089
272,11.793796
273,11.77848
274,11.769142
275,11.74619
276,11.715421
277,11.704459
278,11.700184
279,11.673068
280,11.65147
281,11.636195
282,11.634871
283,11.620164
284,11.597965
285,11.591061
286,11.581108
287,11.563603
288,11.546509
289,11.548492
290,11.533826
291,11.510526
292,11.50361
293,11.490321
294,11.47232
295,11.451418
296,11.446057
297,11.44242
298,11.413061
299,11.406418
300,11.40407
301,11.382466
302,11.355819
303,11.344193
304,11.337586
305,11.338079
306,11.338031
307,11.329353
308,11.317017
309,11.29759
310,11.287199
311,11.282127
312,11.287088
313,11.300126
314,11.2742
315,11.241086
316,11.24142
317,11.23366
318,11.239309
319,11.22572
320,11.213031
321,11.200899
322,11.187748
323,11.185963
324,11.160217
325,11.147721
326,11.142858
327,11.147535
328,11.151706
329,11.111625
330,11.106956
331,11.136869
332,11.099854
333,11.085307
334,11.068871
335,11.068
336,11.078814
337,11.078536
338,11.063413
339,11.052408
340,11.040066
341,11.055614
342,11.045689
343,11.027907
344,11.017464
345,11.011244
346,10.996207
347,10.993207
348,10.988131
349,10.991364
350,10.975573
351,10.969101
352,10.96155
353,10.96667
354,10.949449
355,10.951309
356,10.951843
357,10.953243
358,10.93555
359,10.921117
360,10.909725
361,10.920567
362,10.909512
363,10.905639
364,10.900022
365,10.894626
366,10.890168
367,10.881771
368,10.869426
369,10.889071
370,10.881041
371,10.868174
372,10.86789
373,10.850928
374,10.844242
375,10.845854
376,10.812432
377,10.818161
378,10.792571
379,10.800973
380,10.809919
381,10.806392
382,10.801548
383,10.799105
384,10.798258
385,10.778815
386,10.781891
387,10.780575
388,10.763816
389,10.766333
390,10.769613
391,10.762064
392,10.73396
393,10.738054
394,10.747272
395,10.736452
396,10.726494
397,10.727111
398,10.710456
399,10.700638
400,10.708955
401,10.690982
402,10.704854
403,10.708894
404,10.689879
405,10.706447
406,10.691144
407,10.695707
408,10.69673
409,10.702064
410,10.713246
411,10.708611
412,10.696406
